link,date,REGION
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-4-quartos-204-m-a-venda-por-r-2-700-000-00-1222351254,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-santo-agostinho-belo-horizonte-mg-1222350660,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-1-suite-2-vagas-serra-belo-horizonte-mg-1222349517,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-quarto-e-sala-com-suite-no-centro-1222348733,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-suite-1-vaga-santo-antonio-1222348703,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-3-quartos-1-suite-2-vagas-funcionarios-belo-horizonte-mg-1222345954,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-funcionarios-belo-horizonte-mg-1222345925,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-5-quartos-5-suites-4-vagas-savassi-belo-horizonte-mg-1222345670,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-cruzeiro-1222345181,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-suite-1-vaga-savassi-belo-horizonte-mg-1222342673,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-a-venda-no-bairro-cruzeiro-1222342045,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-sao-lucas-belo-horizonte-1222340999,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-santa-efigenia-belo-horizonte-1222444609,2023-08-15 13:58:48.190043,zona leste
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/consorcio-de-imovel-nao-contemplado-1222408479,2023-08-15 13:58:48.190043,zona leste
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-santa-efigenia-belo-horizonte-1222395526,2023-08-15 13:58:48.190043,zona leste
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-santa-efigenia-belo-horizonte-1222395363,2023-08-15 13:58:48.190043,zona leste
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-santa-efigenia-belo-horizonte-1222388393,2023-08-15 13:58:48.190043,zona leste
